Moisture_value,PH,Temperature,Class
975,6.96,22.4,1
976,7.09,22.4,1
976,6.74,22.4,1
1013,7.23,22.4,1
1013,6.84,22.5,1
1013,6.9,22.5,1
1013,7.13,22.4,1
1013,7.31,22.5,1
1013,6,22.4,1
1014,6.84,22.4,1
1014,6.91,22.4,1
1014,6.94,22.5,1
1014,6.97,22.5,1
1014,6.3,22.4,1
1014,7.03,22.4,1
1014,6.4,22.4,1
1014,7.08,22.5,1
1014,6.97,22.5,1
1014,7.22,22.5,1
1014,6.3,22.5,1
1014,6.82,22.5,1
1015,6.72,22.4,1
1014,6.92,22.5,1
1014,7.11,22.5,1
1014,7.26,22.5,1
1015,6.1,22.5,1
1015,7.33,22.5,1
1014,6.79,22.5,1
1015,7.05,22.5,1
1015,6.94,22.5,1
1015,7.05,22.5,1
1015,6.4,22.5,1
1015,6.82,22.5,1
1015,6.83,22.5,1
1015,7.15,22.5,1
1015,6.81,22.5,1
1015,7.06,22.5,1
1015,6.92,22.4,1
1015,6.4,22.5,1
1015,6.8,22.5,1
1015,6.95,22.5,1
1015,6.88,22.5,1
1015,6.71,22.5,1
1015,7.03,24.3,1
1015,6.86,24.4,1
1015,6.76,24.4,1
1015,6.26,24.4,1
1016,6.64,24.3,1
1017,6.11,24.4,1
1017,6.63,24.4,1
1017,6.35,24.4,1
1015,6.25,24.4,1
1016,6.5,24.4,1
1016,5.3,24.4,1
1015,6.63,22.8,1
1016,6.55,22.6,1
1016,5.9,22.8,1
1016,6.34,22.7,1
1017,6.63,22.9,1
1016,6.62,22.9,1
1017,6.85,22.9,1
1017,6.93,22.9,1
1016,6.64,22.9,1
1017,6.66,22.9,1
1017,6.99,22.9,1
1017,6.56,23,1
1017,6.45,22.9,1
1017,6.6,22.8,1
1017,6.61,22.8,1
1017,6.97,22.8,1
1017,6.73,22.8,1
1017,6.1,22.8,1
1017,6.69,22.8,1
1016,6.6,22.8,1
1017,6.94,22.8,1
1017,6.91,22.8,1
1017,6,22.8,1
1017,6.61,22.8,1
1017,6.76,22.8,1
1017,6.64,22.8,1
885,6.49,22.8,1
886,6.88,22.8,1
886,5.9,22.8,1
888,6.57,22.8,1
888,7.07,22.8,1
888,6.73,22.8,1
888,6,22.8,1
888,6.81,22.8,1
888,6,22.8,1
889,5.9,22.8,1
888,6.89,22.8,1
889,6.54,22.8,1
889,6.97,22.8,1
889,6.8,22.8,1
889,6.56,22.8,1
889,6.68,22.8,1
889,5.5,22.8,1
889,6.9,22.8,1
890,6.63,22.9,1
890,6.99,22.9,1
890,6.73,22.9,1
890,6.71,22.9,1
890,6.92,22.8,1
890,6.83,22.9,1
890,6.78,22.9,1
891,6.66,22.8,1
890,6.79,22.8,1
890,6.69,22.8,1
890,7.03,22.8,1
891,6.93,22.8,1
891,7.13,22.8,1
891,7.16,22.8,1
892,7.01,22.8,1
892,6.95,22.8,1
891,6.83,22.8,1
892,6.96,22.8,1
893,6.63,22.8,1
893,6.68,22.8,1
893,6.81,22.9,1
893,7.18,22.9,1
893,6.86,22.9,1
893,6.6,22.9,1
893,6.69,22.8,1
893,6.86,22.9,1
893,7.04,22.9,1
893,6.98,22.9,1
894,6.72,22.9,1
894,6.79,22.9,1
893,7.09,22.9,1
893,7.04,22.9,1
894,7.13,22.9,1
893,6.66,22.8,1
894,6.83,22.9,1
893,7.03,22.8,1
894,7.09,22.8,1
894,6.78,22.9,1
894,7.05,22.8,1
894,6.87,22.9,1
893,7.07,22.8,1
894,6.73,22.8,1
894,6.91,22.8,1
894,6.95,22.9,1
894,6.82,22.8,1
894,6.78,22.9,1
894,,22.8,1
894,6.97,22.8,1
894,7.06,22.8,1
894,7.04,22.8,1
894,7.13,22.8,1
894,7.08,22.8,1
894,6.41,22.8,1
894,7.08,22.8,1
894,7.1,22.8,1
894,7.08,22.8,1
894,7,22.8,1
894,6.93,22.8,1
894,7.04,22.8,1
895,6.69,22.8,1
894,7.2,22.8,1
894,6.99,22.8,1
807,7.01,22.8,1
812,7.06,22.8,1
888,7.09,22.8,1
883,5.75,22.8,1
885,7.05,22.8,1
885,7.03,22.8,1
886,7.05,22.8,1
886,6.78,22.8,1
888,6.97,22.7,1
888,6.85,22.7,1
1024,7.12,22.7,1
1018,6.96,22.7,1
1018,6.1,22.7,1
1018,6.95,22.7,1
1018,6.96,22.7,1
1020,6.91,22.7,1
1018,7.05,22.7,1
1018,6.91,22.7,1
1018,7.05,22.7,1
1020,7.09,22.7,1
1018,6.33,22.7,1
1018,7.03,22.7,1
1018,6.98,22.7,1
1018,6.5,22.7,1
1020,7.11,22.7,1
1020,6.97,22.7,1
1018,7.12,22.7,1
1020,7.13,22.7,1
1020,7.04,22.7,1
1020,7,22.7,1
1020,6.66,22.7,1
1018,6.63,22.7,1
1020,6.75,22.7,1
1020,6.46,22.7,1
1020,6.7,22.7,1
1020,6.35,22.7,1
1020,6.65,22.7,1
1020,6.44,22.7,1
1020,6.7,22.7,1
1018,6.43,22.7,1
1020,6.58,22.7,1
1020,6.76,22.7,1
1004,6.43,22.7,1
1001,6.99,22.7,1
1001,6.88,22.7,1
1002,6.66,22.7,1
1001,6.85,22.7,1
1002,6.73,22.7,1
1002,6.43,22.7,1
1001,6.92,22.7,1
1003,6.67,22.7,1
1001,6.72,22.7,1
1001,6.53,22.7,1
1004,6.85,22.7,1
1003,6.61,22.7,1
1004,6.67,22.7,1
1024,6.67,22.7,1
1024,6.86,22.7,1
1024,6.66,22.7,1
1024,6.52,22.7,1
1024,6.47,22.7,1
1024,6.51,22.7,1
356,7.03,22.7,1
430,6.4,22.7,1
466,6.76,22.7,1
521,6.89,22.7,1
535,6.79,22.7,1
541,6.67,22.7,1
543,6.75,22.7,1
543,6.57,22.6,1
543,6.61,22.6,1
542,6.64,22.7,1
542,6.75,22.7,1
327,6.86,22.6,1
373,6.71,22.6,1
403,6.66,22.7,1
440,6.2,22.6,1
457,6.87,22.6,1
462,6.87,22.6,1
464,6.76,22.6,1
465,6.41,22.6,1
465,6.65,22.6,1
465,6.69,22.6,1
464,6.65,22.6,1
463,6.53,22.6,1
464,6.7,22.6,1
462,6.93,22.6,1
461,5.3,22.6,1
461,6.71,22.6,1
1024,6.74,22.6,1
1024,7.06,22.6,1
1024,6.48,22.6,1
1024,6.58,22.6,1
1024,6,22.6,1
1024,6.67,22.6,1
1024,6.92,22.6,1
1024,6.69,22.6,1
1024,6.1,22.6,1
1024,6.65,22.6,1
1024,6.69,22.6,1
1024,6.68,22.6,1
1024,5.8,22.6,1
1024,6.89,22.6,1
1024,6.88,22.6,1
1024,6.6,22.7,1
1024,6.64,22.7,1
1024,6.92,22.6,1
436,6.56,22.6,1
1024,6.45,22.7,1
412,6.49,22.6,1
1024,6.63,22.6,1
410,6.77,22.6,1
544,6.6,22.6,1
386,5.9,22.6,1
404,6.79,22.6,1
410,6.64,22.6,1
1024,5.7,22.6,1
413,6.64,22.6,1
1024,6.58,22.6,1
458,6.94,22.6,1
334,6.76,22.6,1
339,6.63,22.6,1
377,5.8,22.6,1
382,6.92,22.6,1
387,5.4,22.6,1
388,6.62,22.6,1
369,6.5,22.6,1
388,6.47,22.6,1
397,6.89,22.6,1
404,6.51,22.6,1
414,6.78,22.6,1
404,6.95,22.6,1
414,6.48,22.6,1
1024,6.56,22.6,1
1024,6.63,22.6,1
1024,6.94,22.6,1
1024,6.91,22.6,1
1024,6.15,22.6,1
1024,7.28,22.6,1
1024,7.11,22.6,1
1024,7.1,22.6,1
650,6.76,22.6,1
700,6.85,22.6,1
658,6.47,22.6,1
680,7.24,22.6,1
700,7.35,22.6,1
554,6.93,22.6,1
552,7.31,22.6,1
550,7.18,22.6,1
552,6.83,22.5,1
553,6.96,22.6,1
553,6.87,22.6,1
553,6.92,22.5,1
554,6.85,22.5,1
554,6.84,22.6,1
554,7.32,22.5,1
554,6.95,22.6,1
554,6.91,22.5,1
556,7.33,22.6,1
548,6.91,22.6,1
549,7.32,22.6,1
549,7.38,22.6,1
549,7.19,22.5,1
550,6.83,22.5,1
550,7.3,22.6,1
551,6.87,22.6,1
553,6.99,22.5,1
553,7.02,22.6,1
554,6.66,22.5,1
554,6.93,22.5,1
554,6.87,22.5,1
554,6.77,22.5,1
824,6.8,22.5,1
632,6.8,22.5,1
634,6.78,22.5,1
634,7.39,22.5,1
635,6.81,22.5,1
635,6.38,22.5,1
635,7.19,22.5,1
635,6.11,22.5,1
635,6.27,22.5,1
635,6.69,22.5,1
635,6.63,22.5,1
636,6.27,22.5,1
636,7.16,22.6,1
636,6.4,22.5,1
636,6.62,22.5,1
636,6.93,22.5,1
636,6.81,22.5,1
636,5.74,22.5,1
638,6.58,22.5,1
637,6.82,22.5,1
636,6.89,22.5,1
638,6.51,22.5,1
637,6.28,22.5,1
638,7.02,22.5,1
638,7.17,22.5,1
637,7.24,22.5,1
638,7.35,22.5,1
640,6.55,22.5,1
640,6.3,22.5,1
640,7.45,22.5,1
640,6.62,22.5,1
640,6.74,22.5,1
640,6.76,22.5,1
640,6.92,22.5,1
640,6.94,22.5,1
640,6.76,22.5,1
640,7.35,22.5,1
640,7.23,22.5,1
641,6.89,22.5,1
640,6.59,22.5,1
641,6.54,22.5,1
641,7.05,22.5,1
641,6.1,22.5,1
641,5.96,22.5,1
641,6.65,22.5,1
641,6.54,22.5,1
641,6.13,22.5,1
641,6.75,22.4,1
641,6.67,22.5,1
641,7.02,22.5,1
641,6.76,22.5,1
641,6.86,22.5,1
641,6.64,22.5,1
642,6.72,22.4,1
642,6.78,22.5,1
642,6.73,22.4,1
642,6.73,22.5,1
642,6.62,22.4,1
642,6.56,22.5,1
642,6.88,22.5,1
642,6.46,22.4,1
642,6.49,22.4,1
642,6.61,22.4,1
642,6.66,22.4,1
643,6.79,22.5,1
643,6.86,22.5,1
643,6.59,22.4,1
643,6.63,22.4,1
643,6.69,22.4,1
643,6.55,22.4,1
643,6.93,22.4,1
643,6.67,22.4,1
643,6.5,22.4,1
643,6.41,22.4,1
643,6.74,22.4,1
644,6.79,22.4,1
643,6.66,22.4,1
643,6.82,22.4,1
645,6.89,22.4,1
645,6.84,22.5,1
645,6.88,22.5,1
643,6.13,22.4,1
645,6.79,22.4,1
645,6.58,22.5,1
645,6.93,22.4,1
645,6.86,22.4,1
645,6.78,22.4,1
645,6.48,22.4,1
645,6.95,22.4,1
645,6.79,22.4,1
645,6.64,22.4,1
645,6.71,22.5,1
645,6.57,22.4,1
645,6.85,22.4,1
645,6.57,22.4,1
645,6.58,22.4,1
645,6.56,22.4,1
646,6.37,22.4,1
645,6.64,22.4,1
645,6.39,22.4,1
645,6.43,22.4,1
646,6.9,22.4,1
774,7.01,22.4,1
774,6.75,22.4,1
774,6.6,22.5,1
774,6.81,22.4,1
774,6.87,22.4,1
774,6.97,22.4,1
774,6.96,22.4,1
774,6.68,22.4,1
774,6.3,22.4,1
774,6.63,22.4,1
774,6.67,22.4,1
774,6.88,22.4,1
774,6.75,22.4,1
774,6.78,22.4,1
774,6.73,22.4,1
774,7.01,22.4,1
774,6.78,22.5,1
774,6.61,22.5,1
774,7.08,22.4,1
774,6.55,22.4,1
774,6.57,22.4,1
774,6.66,22.4,1
774,7,22.4,1
775,6.9,22.4,1
775,6.75,22.4,1
774,6.92,22.4,1
774,6.79,22.4,1
774,6.81,22.4,1
774,6.68,22.4,1
774,6.7,22.4,1
775,6.99,22.4,1
775,6.48,22.5,1
774,6.73,22.4,1
775,6.36,22.4,1
775,6.44,22.4,1
774,6.99,22.4,1
775,6.92,22.4,1
774,6.6,22.4,1
774,6.67,22.4,1
774,6.65,22.4,1
775,6.69,22.5,1
774,6.91,22.5,1
775,6.84,22.4,1
774,6.87,22.5,1
775,6.73,22.4,1
774,6.45,22.4,1
775,6.84,22.4,1
775,6.96,22.5,1
775,7,22.5,1
775,6.6,22.4,1
775,6.7,22.4,1
775,6.83,22.4,1
775,6.72,22.5,1
775,6.8,22.5,1
775,6.07,22.5,1
775,6.6,22.5,1
775,6.46,22.5,1
775,6.82,22.4,1
775,6.88,22.5,1
775,6.81,22.5,1
776,6.74,22.5,1
775,6.7,22.5,1
776,6.64,22.5,1
776,6.66,22.5,1
775,6.61,22.5,1
775,5.98,22.5,1
776,6.98,22.5,1
776,6.6,22.5,1
776,6.99,22.5,1
775,6.69,22.5,1
776,6.88,22.5,1
775,7.04,22.5,1
776,6.25,22.5,1
775,6.77,22.4,1
776,6.79,22.5,1
776,7.27,22.5,1
775,6.61,22.5,1
775,7.09,22.5,1
776,7.24,22.5,1
776,6.58,18.6,1
776,6.54,18.6,1
776,6.83,18.6,1
775,6.76,18.6,1
776,6.56,18.6,1
776,6.92,18.6,1
813,7.18,18.6,1
813,6.49,18.7,1
813,6.3,18.7,1
813,6.96,18.6,1
813,6.79,18.6,1
813,6.59,18.7,1
814,6.43,18.6,1
814,6.54,18.6,1
814,6.85,18.6,1
814,6.9,18.6,1
814,6.65,18.6,1
814,6.95,18.6,1
814,6.06,18.6,1
814,6.78,18.6,1
814,7.02,18.6,1
814,7.17,18.6,1
814,6.76,18.6,1
814,6.8,18.6,1
815,6.77,18.6,1
814,6.79,18.6,1
814,6.66,18.6,1
814,6.8,18.6,1
815,6.4,18.6,1
815,6.26,18.6,1
814,6.78,18.6,1
815,6.79,18.6,1
815,7.12,18.6,1
815,6.29,18.6,1
815,6.4,18.6,1
815,6.63,18.6,1
815,6.9,18.6,1
815,6.64,18.6,1
815,6.16,18.6,1
815,6.32,18.6,1
815,6.68,18.6,1
815,6.61,18.6,1
815,6.84,18.6,1
815,6.58,18.6,1
815,6.91,18.6,1
815,6.3,18.6,1
815,6.2,18.6,1
815,5.88,18.6,1
815,6.47,18.6,1
815,6.64,18.6,1
816,6.52,18.6,1
817,6.41,18.6,1
817,6.2,18.5,1
817,6.4,18.6,1
815,6.47,18.6,1
816,6.6,18.5,1
816,6.69,18.5,1
815,6.56,18.6,1
816,6.71,18.5,1
816,6.46,18.6,1
816,6.7,18.5,1
817,6.19,18.6,1
816,6.61,18.6,1
817,6.64,18.6,1
817,6.42,18.6,1
816,6.6,18.5,1
817,6.53,18.5,1
817,6.33,18.6,1
817,6.56,18.6,1
817,6.58,18.5,1
817,6.3,18.6,1
817,6.36,18.5,1
817,6.44,18.5,1
817,6.58,18.5,1
817,6.16,18.5,1
817,6.5,18.5,1
816,5.73,18.5,1
817,6.9,18.5,1
817,6.36,18.5,1
817,6.6,18.5,1
817,6.41,18.5,1
817,6.58,18.5,1
817,6.32,18.5,1
685,5.45,18.5,2
686,6.03,18.5,2
686,6.21,18.5,2
688,5.33,18.5,2
688,5.22,18.6,2
688,5.8,18.5,2
688,5.27,18.5,2
688,5.99,18.5,2
688,5.24,18.5,2
689,5.77,18.5,2
688,5.67,18.5,2
689,6.13,18.5,2
689,6.03,18.5,2
689,5.9,18.5,2
689,5.67,18.5,2
689,5.73,18.5,2
689,5.88,18.5,2
689,5.67,18.5,2
690,6.14,18.5,2
690,5.83,18.5,2
690,6.15,18.5,2
690,5.63,18.5,2
690,5.63,18.5,2
690,5.41,18.5,2
690,6.07,18.5,2
691,5.53,18.5,2
690,5.47,18.5,2
690,5.89,18.5,2
690,5.9,18.5,2
691,5.97,18.5,2
691,5.84,18.5,2
691,6,18.5,2
692,5.85,18.5,2
692,5.5,18.5,2
691,5.58,18.5,2
692,5.47,18.5,2
693,5.77,18.5,2
693,5.87,18.5,2
693,5.4,18.5,2
693,5.88,18.4,2
693,6.08,18.5,2
693,6.16,18.5,2
693,5.69,18.5,2
693,5.77,18.5,2
693,5.71,18.5,2
693,5.87,18.4,2
694,5.75,18.5,2
694,5.87,18.4,2
693,5.66,18.5,2
693,5.79,18.4,2
694,5.75,18.5,2
693,5.79,18.5,2
694,5.71,18.4,2
693,5.84,18.4,2
694,5.64,18.4,2
694,5.71,18.4,2
694,5.52,18.5,2
694,5.6,18.5,2
693,5.63,18.4,2
694,5.52,18.4,2
694,5.71,18.4,2
694,5.46,18.4,2
694,5.77,18.4,2
694,5.32,18.4,2
694,5.53,18.4,2
694,5.64,18.4,2
694,5.3,18.4,2
694,5.7,18.4,2
694,5.45,18.4,2
694,5.94,18.4,2
694,5.58,18.4,2
694,5.8,18.5,2
694,6,18.5,2
694,5.6,18.4,2
694,5.79,18.4,2
694,5.65,18.5,2
694,5.64,18.4,2
695,5.85,18.4,2
694,5.14,18.4,2
694,5.99,18.4,2
607,5.55,18.4,2
612,5.65,18.4,2
688,5.68,18.4,2
683,5.79,18.5,2
685,5.82,18.4,2
685,5.72,18.4,2
686,5.62,18.4,2
686,5.71,18.4,2
688,5.79,18.4,2
688,5.39,18.4,2
824,5.85,18.4,1
818,5.45,18.4,1
818,5.67,18.4,1
818,5.87,18.4,1
818,5.57,18.4,1
820,5.69,18.4,1
818,5.84,18.5,1
818,5.6,18.4,1
818,5.87,18.4,1
820,5.61,18.4,1
818,5.56,18.4,1
818,5.88,18.4,1
818,5.63,18.4,1
818,5.42,18.4,1
820,5.84,18.4,1
820,5.72,18.4,1
818,5.64,18.4,1
820,5.73,18.4,1
820,5.45,18.4,1
820,5.63,18.4,1
820,5.64,18.5,1
818,5.72,18.5,1
820,5.62,18.4,1
820,5.69,18.4,1
820,5.5,18.4,1
820,5.76,18.4,1
820,5.46,18.4,1
820,5.33,18.4,1
820,5.54,18.4,1
818,5.74,18.4,1
820,5.61,18.4,1
820,5.73,18.4,1
804,5.41,18.4,1
801,5.76,18.4,1
801,5.59,18.4,1
802,5.62,18.5,1
801,5.61,18.4,1
802,5.38,18.4,1
802,5.54,18.4,1
801,5.56,18.4,1
803,5.52,18.4,1
801,5.96,18.4,1
801,5.62,18.4,1
804,5.56,18.4,1
803,5.43,18.5,1
804,5.46,18.5,1
824,5.78,18.4,1
824,5.8,18.5,1
824,6.57,18.4,1
824,5.35,18.4,1
824,6.03,18.4,1
824,6.16,18.5,1
156,6.29,18.5,2
230,6.27,18.4,2
266,6.19,18.4,2
321,6.33,18.4,2
335,5.74,18.5,2
341,6.24,18.5,2
343,6.26,18.5,2
343,6.05,18.5,2
343,6.24,18.5,2
342,5.46,18.4,2
342,6.32,18.5,2
127,6.13,18.5,2
173,5.96,18.5,2
203,6.35,18.5,2
240,5.31,18.5,2
257,6.53,18.5,2
262,6.41,18.5,2
264,6.32,18.5,2
265,6.3,18.5,2
265,5.84,18.5,2
265,5.61,18.5,2
264,6.41,18.5,2
263,5.51,18.5,2
264,5.43,18.5,2
262,6.09,18.5,2
261,5.45,18.4,2
261,5.74,18.5,2
824,5.89,18.5,1
824,6.24,18.5,1
824,6.15,18.5,1
824,5.13,18.5,1
824,5.88,20.3,1
824,5.97,20.4,1
824,6.35,20.4,1
824,6.23,20.4,1
824,6.13,20.3,1
824,5.66,20.4,1
824,5.95,20.4,1
824,5.73,20.4,1
824,5.91,20.4,1
824,6.4,20.4,1
824,5.96,20.4,1
824,5.5,18.8,1
824,5.02,18.6,1
824,5.43,18.8,1
236,5.42,18.7,2
824,5.38,18.9,1
212,5.38,18.9,2
824,5.23,18.9,1
210,5.04,18.9,2
344,5.2,18.9,2
186,5.5,18.9,2
204,5.08,18.9,2
210,5.58,19,2
824,5.38,18.9,1
213,5.45,18.8,2
824,5.01,18.8,1
258,5.47,18.8,2
134,5.75,18.8,2
139,5.28,18.8,2
177,5.41,18.8,2
182,5.34,18.8,2
187,5.58,18.8,2
188,5.24,18.8,2
169,5.39,18.8,2
188,5.58,18.8,2
197,4.87,18.8,2
204,5.56,18.8,2
214,5.06,18.8,2
204,5.38,18.8,2
214,5.52,18.8,2
824,5.2,18.8,1
824,5.35,18.8,1
824,4.98,18.8,1
824,5.52,18.8,1
824,5.14,18.8,1
824,5.33,18.8,1
824,5.52,18.8,1
824,5.14,18.8,1
450,5.55,18.8,2
500,6.13,18.8,2
458,5.45,18.8,2
480,5.62,18.8,2
554,5.23,18.8,2
552,6.52,18.8,2
550,6.4,18.8,2
552,6.71,18.9,2
553,5.85,18.9,2
553,6.69,18.9,2
553,6.49,18.9,2
554,6.77,18.8,2
554,6.24,18.9,2
554,6.57,18.9,2
554,6.73,18.8,2
554,6.81,18.8,2
556,6.57,18.8,2
548,6.48,18.8,2
549,6.62,18.8,2
549,6.64,18.8,2
549,6.58,18.8,2
550,6.69,18.8,2
550,6.31,18.8,2
551,6.27,18.8,2
553,6.75,18.8,2
553,6.21,18.8,2
554,6.48,18.8,2
554,6.47,18.9,2
554,6.01,18.9,2
554,6.76,18.9,2
824,6.59,18.9,1
632,6.15,18.8,2
634,6.5,18.9,2
634,6.4,18.9,2
635,6.33,18.9,2
635,6.64,18.9,2
635,6.56,18.9,2
635,6.03,18.9,2
635,6.21,18.9,2
635,6.5,18.9,2
635,6.57,18.8,2
636,6.6,18.9,2
636,6.62,18.8,2
636,5.7,18.8,2
636,6.77,18.9,2
636,6.7,18.8,2
636,6.34,18.9,2
636,6.63,18.8,2
638,6.6,18.8,2
637,6.41,18.8,2
636,6.44,18.9,2
638,6.57,18.8,2
637,6.69,18.9,2
638,5.58,18.8,2
638,6.33,18.8,2
637,6.51,18.8,2
638,6.65,18.8,2
640,6.22,18.8,2
640,6.43,18.8,2
640,6.81,18.8,2
640,6.37,18.8,2
640,6.4,18.8,2
640,6.32,18.8,2
640,6.83,18.8,2
640,5.66,18.8,2
640,6.9,18.8,2
640,6.87,18.8,2
640,6.81,18.8,2
641,6.06,18.8,2
640,6.56,18.8,2
641,6.46,18.8,2
641,5.42,18.8,2
641,6.51,18.8,2
641,6.33,18.8,2
641,6.22,18.8,2
641,5.81,18.8,2
641,6.31,18.8,2
641,6.44,18.7,2
641,6.57,18.7,2
641,6.29,18.7,2
641,6.32,18.7,2
641,6.47,18.7,2
641,6.56,18.7,2
642,6.71,18.7,2
642,6.51,18.7,2
642,6.39,18.7,2
642,6,18.7,2
642,6.38,18.7,2
642,6.62,18.7,2
642,6.83,18.7,2
642,6.68,18.7,2
642,6.53,18.7,2
642,6.61,18.7,2
642,6.63,18.7,2
643,5.38,18.7,2
643,6,18.7,2
643,6.43,18.7,2
643,6.65,18.7,2
643,6.69,18.7,2
643,6.35,18.7,2
643,6.23,18.7,2
643,6.56,18.7,2
643,6.65,18.7,2
643,6.09,18.7,2
643,6.62,18.7,2
644,6.33,18.7,2
643,6.43,18.7,2
643,6.31,18.7,2
645,6.48,18.7,2
645,5.9,18.7,2
645,6.26,18.7,2
643,6.27,18.7,2
645,6.53,18.7,2
645,6.6,18.7,2
645,6.61,18.7,2
645,6.63,18.7,2
645,6.42,18.7,2
645,6.63,18.7,2
645,6.14,18.7,2
645,5.92,18.7,2
645,6.31,18.7,2
645,6.37,18.7,2
645,6.06,18.7,2
645,6.29,18.7,2
645,5.88,18.7,2
645,6.67,18.7,2
645,6.3,18.7,2
646,6.29,18.7,2
645,6.32,18.7,2
645,6.53,18.7,2
645,6.32,18.7,2
646,5.45,18.7,2
774,6.43,18.7,1
774,6.58,18.7,1
774,5.53,18.7,1
774,6.41,18.7,1
774,6.45,18.7,1
774,6.46,18.7,1
774,6.42,18.6,1
774,6.54,18.6,1
774,6.01,18.7,1
774,6.05,18.7,1
774,6.68,18.6,1
774,6.48,18.6,1
774,6.16,18.7,1
774,6.49,18.6,1
774,5.57,18.6,1
774,6.52,18.6,1
774,6.06,18.6,1
774,6.49,18.6,1
774,6.5,18.6,1
774,6.62,18.6,1
774,5.84,18.6,1
774,6.5,18.6,1
774,6.24,18.6,1
775,6.33,18.6,1
775,6,18.6,1
774,6.47,18.6,1
774,6.46,18.6,1
774,6.4,18.6,1
774,6.29,18.6,1
774,5.61,18.6,1
775,6.31,18.6,1
775,5.82,18.6,1
774,6.59,18.6,1
775,6.17,18.6,1
775,6.48,18.6,1
774,6.43,18.6,1
775,6.04,18.6,1
774,6.2,18.6,1
774,6.6,18.6,1
774,5.99,18.6,1
775,5.84,18.6,1
774,6.42,18.7,1
775,6.01,18.7,1
774,6.08,18.6,1
775,6.07,18.6,1
774,5.61,18.7,1
775,6.6,18.6,1
775,6.11,18.6,1
775,6.02,18.6,1
775,5.97,18.6,1
775,6.33,18.6,1
775,5.95,18.6,1
775,5.27,18.6,1
775,5.97,18.6,1
775,5.77,18.6,1
775,5.91,18.6,1
775,6.28,18.6,1
775,6.03,18.6,1
775,6.32,18.6,1
775,6.18,18.6,1
776,6.36,18.6,1
775,6.03,18.6,1
776,5.58,18.6,1
776,6.2,18.6,1
775,6.45,18.6,1
775,6.75,18.6,1
776,6.28,18.6,1
776,6.33,18.6,1
776,6.28,18.6,1
775,5.76,18.6,1
776,5.67,18.6,1
775,6.21,18.6,1
776,6.46,18.6,1
775,6.33,18.6,1
776,5.96,18.6,1
776,6.02,18.6,1
775,5.75,18.6,1
775,6.23,18.6,1
776,6.57,18.6,1
776,6.56,18.6,1
776,6.53,18.6,1
776,5.47,18.6,1
775,6.53,18.6,1
776,6.11,18.6,1
776,6.68,18.6,1
813,5.94,18.6,1
813,5.9,18.5,1
813,6.03,18.6,1
813,5.99,18.6,1
813,6.6,18.5,1
813,6,18.5,1
814,6.41,18.6,1
814,6.25,18.5,1
814,6.46,18.6,1
814,6.8,18.5,1
814,6.29,18.6,1
814,6.38,18.6,1
814,6.29,18.6,1
814,6.52,18.6,1
814,6.73,18.5,1
814,6.08,18.5,1
814,5.89,18.6,1
814,6.04,18.6,1
815,5.42,18.5,1
814,5.53,18.6,1
814,6.43,18.5,1
814,6.68,18.5,1
815,6.28,18.5,1
815,5.74,18.5,1
814,6.53,18.5,1
815,6.39,18.5,1
815,6.4,18.5,1
815,6.55,18.5,1
815,6.26,18.5,1
815,6.12,18.5,1
815,6.2,18.5,1
815,6.57,18.5,1
815,6.62,18.5,1
815,6.09,18.5,1
815,6.49,18.5,1
815,5.84,18.5,1
815,6.67,18.6,1
815,6.65,18.5,1
815,5.69,18.5,1
815,6.56,18.5,1
815,6.47,18.5,1
815,6.52,18.5,1
815,6.62,18.5,1
815,6.46,18.5,1
816,5.84,18.5,1
817,6.61,18.5,1
817,6.49,18.5,1
817,6.6,18.5,1
815,6.54,18.5,1
816,6.52,18.5,1
816,6.24,18.5,1
815,5.98,18.5,1
816,6.35,18.5,1
816,6.22,18.5,1
816,6.27,18.5,1
817,6.55,18.5,1
816,6.13,18.5,1
817,6.48,18.5,1
817,6.59,18.5,1
816,6.08,18.5,1
817,6.49,18.5,1
817,5.68,18.5,1
817,6.56,18.5,1
817,6.39,18.5,1
817,6.59,18.5,1
817,6.19,18.5,1
817,6.28,18.5,1
817,6.37,18.5,1
817,6.32,18.5,1
817,6.56,18.5,1
816,6.44,18.5,1
817,6.58,18.4,1
817,6.66,18.5,1
817,6.39,18.5,1
817,6.35,18.5,1
817,6.52,18.5,1
817,6.46,18.5,1
685,6.55,18.4,2
686,6.46,18.5,2
686,6.47,18.4,2
688,6.55,18.5,2
688,6.55,18.4,2
688,6.39,18.5,2
688,5.92,18.5,2
688,6.56,18.4,2
688,5.69,18.4,2
689,6.42,18.4,2
688,6.46,18.4,2
689,6.33,18.5,2
689,6.32,18.5,2
689,6.49,18.4,2
689,5.87,18.4,2
689,6.61,18.4,2
689,6.47,18.4,2
689,6.42,18.4,2
690,6.51,18.4,2
690,6.74,18.4,2
690,6.3,18.4,2
690,6.62,18.4,2
690,6.55,18.4,2
690,6.54,18.4,2
690,6.06,18.4,2
691,6.23,18.4,2
690,6.67,18.5,2
690,6.52,18.5,2
690,6.47,18.4,2
691,6.47,18.4,2
691,6.49,18.5,2
691,6.5,18.4,2
692,6.32,18.4,2
692,6.59,18.4,2
691,6.39,18.4,2
692,6.42,18.4,2
693,6.55,18.4,2
693,6.34,18.4,2
693,6.64,18.5,2
693,5.72,18.4,2
693,6.49,18.4,2
693,6.41,18.4,2
693,6.44,18.4,2
693,6.37,18.4,2
